Feature_Index	Peak_Index	Filtered_Peak_Index
948	14177	
948	14206	
948	14219	
948	15329	
948	15308	
948	15367	
948	15282	
948	15398	
948	15413	
948	15385	
948	16546	
948	16567	281
948	16588	
948	16621	
948	16605	
948	18757	
948	18732	
948	18811	
949	95029	
949	95060	
949	95088	
949	96583	
949	96559	
949	96533	
949	96466	
949	96499	
949	96431	
949	96394	
949	97923	
949	97965	
949	97824	
949	97892	
949	97947	
949	97860	
949	97786	
949	99359	
949	99221	
949	99258	
949	99182	
949	99289	
949	99338	
949	99314	
949	100642	
949	100676	1387
949	100754	
949	100709	
949	100605	
949	100561	
949	100733	
949	102119	
949	102017	
949	102054	
949	102091	
949	101977	
949	102172	
949	102146	
949	103380	
949	103412	
949	103443	
949	103349	
949	103472	
949	103501	
949	103526	
949	104703	
949	104729	
949	104780	
949	104753	
949	104851	
949	104805	
949	104826	
950	16671	
950	17781	
950	18836	321
950	18874	
950	18923	
950	18892	
950	18906	
950	20069	
950	19985	
950	20026	
950	20048	
950	20005	
950	21190	
950	21217	
950	21241	
950	21267	
950	21333	
950	21310	
950	21287	
950	21349	
950	22519	
950	22542	
950	22568	
950	22586	
950	22660	
950	22634	
950	22604	
950	23956	
950	23933	
950	23903	
950	23859	
950	23881	
950	23839	
951	73133	
951	73009	
951	73087	
951	73036	
951	73064	
951	73111	
951	74954	
951	74936	
951	74898	
951	74919	
951	74851	
951	74875	
951	76557	
951	76602	
951	76581	
951	76619	
951	76637	
951	76654	
951	78215	
951	78276	
951	78258	
951	78293	
951	78238	
951	78190	
951	79865	
951	79933	
951	79951	
951	79889	
951	79972	
951	79912	1050
951	81491	
951	81594	
951	81520	
951	81546	
951	81572	
951	81615	
951	83294	
951	83230	
951	83264	
951	83348	
951	83326	
951	83374	
951	85097	
951	85071	
951	84969	
951	85003	
951	85122	
951	85036	
951	86930	
951	86893	
951	86962	
951	86989	
952	106126	
952	107295	
952	107190	
952	107230	
952	107250	
952	107210	
952	107273	
952	108496	
952	108385	
952	108405	
952	108425	
952	108449	
952	108366	
952	108348	
952	108327	
952	109651	
952	109604	
952	109538	
952	109626	
952	109560	
952	109517	
952	109579	
952	109497	
952	109676	
952	110708	
952	110774	
952	110728	
952	110800	
952	110747	
952	110827	
952	110854	
952	110879	
952	110904	
952	112117	
952	112063	
952	112091	
952	112145	
952	112173	1538
952	112202	
952	112228	
952	112254	
952	112287	
952	112315	
952	113932	
952	113902	
952	113871	
952	113843	
952	113818	
952	113792	
952	113763	
952	113736	
952	113707	
952	115587	
952	115889	
952	115649	
952	115687	
952	115617	
952	115729	
952	115769	
952	115809	
952	115849	
952	117750	
952	117710	
952	117790	
952	117670	
952	117872	
952	117829	
953	7869	
953	7827	
953	7807	
953	7851	
953	7787	
953	7769	
953	7749	
953	9255	
953	9240	
953	9157	
953	9205	
953	9221	
953	9140	
953	9171	
953	9186	177
953	10539	
953	10490	
953	10505	
953	10479	
953	10549	
953	10523	
953	11778	
953	11767	
954	9081	
954	9104	
954	9057	
954	9034	
954	8979	
954	9005	
954	8955	
954	10281	
954	10310	
954	10357	
954	10332	
954	10400	
954	10380	
954	10416	
954	11530	
954	11643	
954	11716	
954	11564	
954	11623	
954	11596	
954	11661	
954	11681	
954	11696	
954	12946	
954	12845	
954	12874	
954	12964	
954	12980	
954	12902	
954	12928	
954	12993	
954	13007	
954	14140	
954	14120	251
954	14067	
954	14094	
954	14157	
954	14175	
954	15251	
954	18704	
955	122236	
955	124054	
955	124139	
955	124085	
955	124113	
955	123987	
955	124019	
955	126060	
955	126033	1734
955	127893	
955	127919	
956	19982	
956	19931	
956	19960	
956	19876	
956	19901	
956	19853	
956	21146	
956	21280	
956	21171	
956	21114	
956	21201	
956	21226	
956	21254	
956	21303	
956	22473	
956	22445	
956	22500	
956	22416	
956	22552	
956	22527	
956	22595	
956	22574	
956	23867	
956	23844	
956	23797	
956	23770	
956	23712	
956	23743	
956	23821	
956	23888	
956	24941	
956	24975	
956	25033	398
956	25006	
956	25077	
956	25056	
956	25098	
956	25119	
956	26245	
956	26205	
956	26225	
956	26186	
956	26143	
956	26164	
956	26116	
956	26086	
956	27377	
956	27396	
956	27243	
956	27296	
956	27318	
956	27357	
956	27271	
956	27337	
956	28631	
956	28607	
956	28493	
956	28465	
956	28519	
956	28543	
956	28565	
956	28586	
956	29696	
956	29722	
956	29796	
956	29750	
956	29771	
956	29840	
956	29864	
956	29818	
956	31037	
956	31012	
956	30987	
956	30963	
956	31062	
956	31084	
956	31107	
956	31122	
956	32266	
956	32297	
956	32323	
956	32349	
956	32374	
956	32392	
956	32412	
956	33667	
956	33718	
956	33691	
956	33639	
957	32176	
957	33576	
957	33520	
957	33480	
957	33548	
957	34915	
957	34952	
957	35012	
957	34982	
957	36462	
957	36429	
957	36388	
957	36499	
957	37930	
957	37896	
957	37968	
957	38002	
957	39326	
957	39360	
957	39388	
957	39415	569
957	40715	
957	40638	
957	40663	
957	40694	
957	41882	
957	41802	
957	41832	
957	41860	
957	43031	
957	42980	
957	42953	
957	43007	
957	44210	
957	44180	
957	44243	
957	44266	
957	45397	
957	45368	
957	45428	
957	45455	
957	46640	
957	46604	
957	46671	
957	46697	
957	47937	
957	47967	
957	48003	
957	48037	
957	49348	
957	49307	
957	49263	
957	49384	
957	50631	
957	50597	
957	50519	
957	50560	
957	51864	
957	51793	
957	51753	
957	51828	
957	53166	
957	53100	
957	53063	
957	53135	
957	54382	
957	54499	
957	54463	
957	54426	
957	55768	
957	55806	
957	55844	
957	55877	
957	57163	
957	57229	
957	57199	
957	60054	
957	59949	
957	60016	
957	59984	
957	61378	
957	61437	
957	61472	
957	61405	
957	62925	
957	62894	
957	62857	
957	62820	
957	64297	
957	64383	
957	64341	
957	64422	
957	65973	
957	65934	
957	66013	
957	67658	
957	67614	
957	69433	
957	69388	
957	71132	
957	71091	
957	72800	
957	72841	
957	74556	
957	74686	
957	74646	
957	74602	
957	76417	
957	76367	
957	81323	
958	35135	
958	35164	
958	35214	
958	35190	
958	35236	
958	35048	
958	35078	
958	36557	
958	36633	
958	36607	
958	36662	
958	36585	
958	36688	
958	36714	
958	36531	
958	38033	
958	38059	
958	38108	
958	38084	
958	38136	
958	38161	
958	38188	
958	38213	
958	39552	
958	39529	
958	39441	
958	39463	
958	39506	
958	39575	
958	39483	
958	39598	
958	40737	
958	40816	
958	40796	
958	40837	
958	40778	
958	40873	
958	40856	
958	40758	
958	42034	
958	42016	
958	41922	
958	41997	
958	41942	
958	41978	603
958	41959	
958	41900	
958	43185	
958	43092	
958	43070	
958	43127	
958	43166	
958	43111	
958	43146	
958	43050	
958	44290	
958	44419	
958	44400	
958	44382	
958	44348	
958	44362	
958	44333	
958	44311	
958	45482	
958	45614	
958	45598	
958	45562	
958	45526	
958	45545	
958	45504	
958	45579	
958	46752	
958	46813	
958	46774	
958	46795	
958	46829	
958	46850	
958	46871	
958	46724	
958	48236	
958	48068	
958	48101	
958	48129	
958	48170	
958	48193	
958	48151	
958	48218	
958	49418	
958	49449	
958	50704	
958	50670	
958	51934	
958	51902	
958	53202	
958	54537	
958	55916	
958	61507	
958	62989	
958	62956	
958	64467	
958	66055	
958	66123	
958	66157	
958	66090	
958	66186	
958	66212	
958	67831	
958	67857	
958	67737	
958	67803	
958	67702	
958	67770	
958	67887	
958	69706	
958	69612	
958	69678	
958	69647	
958	69579	
958	69546	
958	69509	
958	69471	
958	71362	
958	71325	
958	71292	
958	71167	
958	71199	
958	71256	
958	71230	
958	72878	
958	72916	
958	72947	
958	72978	
958	73004	
958	74773	
958	74731	
959	83141	
959	83105	
959	83177	
959	83063	
959	84793	
959	84828	
959	84871	
959	84754	
959	84906	1134
959	86723	
959	86638	
959	86765	
959	86682	
959	86806	
959	88659	
959	88616	
960	84986	
960	84945	
960	85023	
960	86889	
960	86847	1162
960	86931	
960	86965	
960	88699	
960	88745	
961	35304	
961	35281	
961	35264	
961	36791	534
962	124048	
962	124011	
962	123941	
962	123974	
962	123903	
962	123870	
962	123836	
962	126009	
962	125713	
962	125928	
962	125855	
962	125895	
962	125812	
962	125774	
962	125967	
962	127614	
962	127650	
962	127780	
962	127681	
962	127742	
962	127709	
962	127818	
962	129492	
962	129531	
962	129461	
962	129565	
962	129426	
962	129602	
962	131160	
962	131196	
962	131320	
962	131229	
962	131348	
962	131290	
962	131261	
962	134679	
962	134651	
962	134539	
962	134625	
962	134598	
962	134571	
962	140266	
962	140285	
962	140246	
962	141590	
962	141553	
962	141570	
962	141533	
962	142840	
962	142754	
962	142781	1967
962	142800	
962	142820	
962	143999	
962	144107	
962	144067	
962	144088	
962	144044	
962	144022	
962	145372	
962	145353	
962	145332	
963	132939	
963	133000	
963	132974	1846
963	133027	
963	132902	
964	85662	
964	85745	1147
964	85702	
964	87562	
964	87599	
964	87641	
965	46844	
965	46866	
965	46887	
965	48203	653
965	49544	
966	86921	
966	86881	
966	86799	
966	86837	
966	86959	
966	88765	
966	88728	
966	88565	
966	88643	
966	88600	
966	88686	1200
966	88524	
966	88804	
966	88834	
966	90388	
966	90454	
966	90486	
966	90425	
966	90524	
966	90600	
966	90563	
966	90632	
966	92009	
966	92067	
966	92037	
966	92100	
966	92132	
966	92169	
966	92205	
967	23961	
967	23936	
967	23884	
967	23905	
967	25179	
967	25069	
967	25153	
967	25087	
967	25131	
967	25107	
967	25050	
967	26163	
967	26180	
967	26196	
967	26214	413
967	26234	
967	26292	
967	26256	
967	26271	
967	27330	
967	27348	
967	27369	
967	27388	
967	27406	
967	27423	
967	27445	
967	28682	
967	28621	
967	28643	
967	28562	
967	28664	
967	28581	
967	28601	
967	29880	
967	29900	
967	29817	
967	29860	
967	29838	
967	29918	
968	61586	
968	61610	
968	63016	
968	62988	
968	63041	
968	62962	
968	63064	
968	64466	
968	64495	843
968	64549	
968	64523	
968	64576	
968	64601	
968	66213	
968	66237	
968	66160	
968	66190	
968	66134	
968	66102	
968	66068	
969	33700	
969	33726	
969	33752	
969	33780	
969	35051	
969	35079	
969	35103	
969	35133	
969	35161	
969	35215	
969	35189	
969	36695	
969	36664	
969	36634	
969	36556	
969	36611	
969	36530	
969	36586	
969	38193	
969	38034	
969	38139	
969	38061	
969	38113	
969	38087	
969	38165	
969	39511	
969	39488	
969	39466	
969	39443	
969	39533	
969	39579	
969	39556	
969	40841	
969	40821	
969	40801	
969	40860	
969	40761	
969	40739	
969	40782	585
969	41964	
969	41946	
969	41905	
969	41926	
969	42003	
969	41983	
969	42021	
969	43054	
969	43115	
969	43151	
969	43074	
969	43097	
969	43170	
969	43132	
969	44403	
969	44352	
969	44294	
969	44335	
969	44313	
969	44367	
969	44385	
969	45567	
969	45600	
969	45585	
969	45483	
969	45506	
969	45548	
969	45530	
969	46855	
969	46753	
969	46727	
969	46796	
969	46776	
969	46834	
969	46815	
969	48215	
969	48190	
969	48168	
969	48098	
969	48148	
969	48126	
969	48069	
969	49511	
969	49470	
969	49490	
969	49535	
969	49446	
969	49417	
969	50773	
969	50749	
969	50727	
969	50699	
969	50674	
969	51935	
969	51906	
969	51959	
969	51999	
969	51979	
969	54567	
969	54595	
969	54619	
969	54638	
969	54658	
969	54674	
970	92206	
970	93698	
970	93725	
970	93669	
970	95150	
970	95173	1293
970	96567	
970	96587	
970	96542	
971	90666	
971	90688	
971	90644	
971	90721	
971	90706	
971	90736	
971	92272	
971	92231	
971	92252	
971	92288	
971	92302	
971	92316	
971	92331	
971	92344	
971	92360	
971	93766	
971	93786	
971	93813	
971	93740	
971	93853	
971	93800	
971	93825	
971	93840	
971	93865	
971	95189	
971	95209	
971	95224	
971	95238	
971	95253	
971	95268	
971	95280	
971	95291	
971	95306	
971	96601	
971	96620	
971	96693	
971	96708	
971	96680	
971	96644	
971	96667	
971	96633	
971	96654	
971	98050	1347
971	98008	
971	98076	
971	98020	
971	98063	
971	98039	
971	98093	
971	97990	
971	98029	
971	99459	
971	99400	
971	99426	
971	99447	
971	99417	
971	99435	
971	99390	
971	99408	
971	100822	
971	100870	
971	100852	
971	100834	
971	100813	
971	102232	
971	102242	
971	102253	
971	102262	
972	97912	
972	102158	
972	102179	1419
972	103463	
973	76695	
973	76715	
973	78343	
973	78360	
973	78328	
973	80052	
973	80032	
973	80015	1054
973	81662	
974	74971	
974	74957	
974	74943	
974	76673	
974	76658	
974	76571	
974	76593	
974	76610	
974	76622	
974	76642	
974	78140	
974	78175	
974	78262	
974	78242	1034
974	78223	
974	78199	
974	78299	
974	78282	
974	78312	
974	79979	
974	79959	
974	79998	
974	79920	
974	79899	
974	79939	
974	79877	
974	79849	
974	79814	
974	81641	
974	81622	
974	81600	
974	81530	
974	81553	
974	81576	
974	81504	
974	81444	
974	81475	
974	83186	
974	83217	
974	83248	
974	83302	
974	83332	
974	83279	
974	83377	
974	83355	
974	83397	
975	125823	
975	125938	
975	125903	
975	125864	
975	125790	
975	127811	
975	127768	
975	127731	
975	127701	
975	127670	
975	129469	
975	129434	
975	129587	
975	129511	
975	129546	
975	131302	
975	131205	
975	131237	
975	131169	
975	131268	
975	133004	
975	132946	1844
975	132978	
975	132910	
975	133032	
975	134545	
975	134603	
975	134577	
975	134660	
975	134630	
975	136117	
975	136167	
975	136144	
975	136091	
975	136066	
975	137580	
975	137495	
975	137537	
975	137556	
975	137515	
976	43179	
976	43163	
976	44407	
976	44392	
976	45557	
976	45603	
976	45571	
976	45587	
976	46801	
976	46835	
976	46853	
976	46819	
976	48154	
976	48169	
976	48189	
976	48211	654
976	49477	
976	49495	
976	49512	
976	49552	
976	49533	
976	50791	
976	50771	
976	50808	
976	50756	
976	51940	
976	51960	
976	51978	
976	51995	
976	52011	
976	52027	
976	53253	
976	53273	
976	53313	
976	53329	
976	53296	
976	53233	
976	54564	
976	54590	
976	54614	
976	54633	
976	54651	
976	54669	
976	55970	
976	55996	
976	56042	
976	56018	
976	56056	
976	55943	
976	57445	
976	57402	
976	57424	
977	42087	
977	42073	
977	42062	
977	42048	
977	43245	
977	43230	
977	43194	
977	43210	
977	44454	
977	44422	
977	44438	
977	44465	
977	45631	
977	45618	
977	45662	
977	45647	
977	46873	
977	46928	
977	46911	
977	46892	
977	48274	
977	48248	
977	48229	655
977	48263	
977	49567	
977	49610	
977	49584	
977	49595	
977	50827	
977	50844	
977	50859	
977	50877	
977	52061	
977	52046	
977	52076	
977	52097	
977	53349	
977	53369	
977	53388	
977	54686	
977	54707	
977	54725	
977	54748	
977	56095	
977	56076	
977	56113	
978	103568	
978	103550	
978	103528	
978	103590	
978	103424	
978	103503	
978	103399	
978	104909	
978	104776	
978	104890	
978	104800	
978	104868	
978	104845	
978	104822	
978	106093	
978	106115	
978	106070	
978	106160	
978	106184	
978	106137	
978	106044	
978	106021	
978	107225	
978	107287	
978	107266	
978	107249	
978	107312	
978	107336	
978	107362	
978	108488	
978	108513	
978	108466	
978	109523	
978	109542	
978	109623	
978	109647	
978	109669	
978	109691	
978	110944	
978	110920	
978	110754	
978	110804	
978	110830	
978	110778	
978	112121	
978	112333	
978	112306	
978	112172	
978	112147	
978	112200	
978	112227	
978	113731	
978	113812	
978	113755	
978	113785	
978	113958	
978	115796	
978	115715	
978	115756	1586
978	115905	
978	115670	
978	115637	
978	115601	
978	117844	
978	117807	
978	117724	
978	117765	
978	117644	
978	117683	
978	117609	
978	120056	
978	119983	
978	120022	
978	119943	
978	119898	
978	119859	
978	119818	
978	119738	
978	119777	
978	121804	
978	122081	
978	121863	
978	122006	
978	121901	
978	121938	
978	121831	
978	121971	
978	122043	
978	123764	
978	123966	
978	123733	
978	123797	
978	123893	
978	123932	
978	123856	
978	124003	
978	123824	
978	125712	
979	2382	
979	2361	
979	2339	
979	2254	
979	2277	
979	2319	
979	2300	
979	3625	
979	3839	
979	3655	
979	3674	
979	3698	
979	3822	
979	3724	
979	3747	
979	3804	
979	3767	
979	3785	
979	5179	
979	5157	
979	5132	
979	5112	
979	5092	
979	5004	
979	5072	
979	5048	
979	5027	
979	6543	
979	6522	
979	6437	
979	6416	140
979	6380	
979	6397	
979	7832	
979	7855	
979	7806	
979	7784	
979	7762	
979	7742	
979	9214	
979	9196	
980	66233	
980	66210	860
980	66189	
980	66161	
980	66135	
980	67836	
980	67865	
981	97726	
981	97766	
981	99125	
981	100542	
981	100581	
981	100492	
981	101923	
981	101963	
981	102035	
981	102001	
981	102102	1418
981	103327	
981	103363	
982	115631	
982	117804	
982	117719	
982	117763	
982	117681	
982	117640	
982	119979	
982	119770	
982	119811	
982	119937	
982	119852	1645
982	119893	
982	122001	
982	121889	
982	121965	
982	121819	
982	121927	
982	121852	
982	123813	
982	123845	
982	123782	
982	123881	
982	123920	
982	123752	
982	125728	
982	125766	
982	125690	
982	125654	
982	125843	
982	125806	
982	127672	
982	127633	
982	127599	
982	127704	
982	127564	
982	127735	
983	949	
983	980	
983	929	
983	1013	
983	965	32
983	997	
983	2418	
983	2403	
983	2367	
983	2327	
983	2348	
983	2386	
983	3754	
983	3772	
983	3792	
983	3736	
983	3809	
983	3713	
983	5100	
983	5081	
983	5121	
983	5143	
983	5040	
983	5061	
983	6447	
983	6465	
983	6484	
983	6507	
983	6431	
983	6412	
983	7737	
983	7821	
983	7777	
983	7796	
983	9204	
983	9185	
983	10513	
984	17670	
984	17693	
984	17642	
984	17617	
984	17597	
984	18712	
984	18762	
984	18817	
984	18790	
984	18839	
984	18734	
984	20014	
984	19909	
984	19989	
984	19883	
984	19937	
984	19856	
984	19830	
984	19965	
984	21291	
984	21211	
984	21125	
984	21180	
984	21268	
984	21155	
984	21240	
984	21094	
984	22585	
984	22558	
984	22534	
984	22509	
984	22482	
984	22458	
984	22429	
984	22400	
984	23873	
984	23850	
984	23805	
984	23827	
984	23690	
984	23753	
984	23778	
984	23722	
984	25039	
984	24918	
984	25062	
984	24950	
984	25011	
984	24982	
984	25104	
984	25083	
984	26169	
984	26147	
984	26120	
984	26090	
984	26191	
984	26061	
984	26229	
984	26209	
984	27361	
984	27341	
984	27276	
984	27247	
984	27301	
984	27219	
984	27322	
984	27381	
984	28522	
984	28437	
984	28569	
984	28546	
984	28611	
984	28467	
984	28496	
984	28590	
984	29774	
984	29751	
984	29694	
984	29723	
984	29843	
984	29800	
984	29821	
984	29666	
984	30981	
984	31032	
984	31006	464
984	30955	
984	30929	
984	31058	
984	31081	
984	31105	
984	32363	
984	32338	
984	32313	
984	32284	
984	32255	
984	32223	
984	32383	
984	32403	
984	33735	
984	33678	
984	33705	
984	33652	
984	33535	
984	33624	
984	33595	
984	33565	
984	35122	
984	35178	
984	35150	
984	35092	
984	35065	
984	34973	
984	35036	
984	35003	
984	36608	
984	36460	
984	36523	
984	36580	
984	36493	
984	36552	
984	36636	
984	36670	
984	37972	
984	38039	
984	38094	
984	38181	
984	38120	
984	38068	
984	38009	
984	38151	
985	54597	
985	56023	
985	55972	
985	56000	
985	55942	
985	55907	
985	57423	
985	57374	
985	57397	
985	57347	
985	57321	
985	57289	
985	58676	
985	58703	
985	58791	
985	58725	
985	58768	
985	58748	
985	60200	
985	60075	
985	60099	
985	60177	
985	60125	
985	60153	
985	61620	
985	61572	
985	61523	
985	61595	
985	61545	806
985	61493	
985	62947	
985	62974	
985	63001	
985	63029	
985	63054	
985	63075	
985	64570	
985	64455	
985	64488	
985	64541	
985	64516	
985	64595	
986	129577	
986	134498	
986	134564	
986	134533	
986	134647	
986	134675	
986	134593	
986	134619	
986	136159	
986	136133	
986	136106	1884
986	136183	
986	136057	
986	136083	
986	136026	
987	67774	
987	67802	
987	67829	
987	67854	
987	67877	
987	67902	
987	67947	
987	67925	
987	67966	
987	69711	
987	69633	
987	69662	
987	69599	
987	69687	
987	69571	
987	69538	
987	69751	
987	69733	
987	71414	
987	71338	
987	71216	
987	71307	
987	71276	
987	71365	
987	71432	
987	71243	
987	71391	
987	73095	
987	73014	
987	72955	
987	72984	
987	73043	
987	72927	
987	73070	
987	73119	
987	73138	
987	74947	
987	74930	
987	74913	
987	74890	
987	74865	
987	74839	
987	74809	
987	74962	
987	74778	
987	76498	
987	76530	
987	76554	
987	76598	
987	76577	1012
987	76615	
987	76633	
987	76665	
987	76649	
987	78274	
987	78120	
987	78254	
987	78234	
987	78212	
987	78159	
987	78187	
987	78290	
987	78304	
987	79969	
987	79949	
987	79930	
987	79862	
987	79886	
987	79989	
987	79909	
987	79833	
987	79794	
987	81633	
987	81455	
987	81609	
987	81488	
987	81518	
987	81542	
987	81589	
987	81566	
987	81416	
987	83324	
987	83229	
987	83263	
987	83293	
987	83389	
987	83159	
987	83372	
987	83195	
987	83347	
987	85146	
987	85121	
987	85034	
987	85069	
987	85002	
987	84899	
987	85094	
987	84931	
987	84966	
987	87040	
987	87010	
987	86916	
987	86882	
987	86979	
987	86949	
987	86842	
987	86803	
987	88698	
987	88737	
987	88771	
987	88802	
987	88879	
987	88833	
987	88855	
987	90667	
987	90642	
987	90614	
988	117934	
988	117902	
988	117868	
988	119960	
988	119921	
988	119998	
988	120067	
988	120030	
988	120106	
988	120139	
988	121952	
988	122015	
988	121986	
988	122088	
988	122051	1669
988	122118	
988	122149	
988	122181	
988	123902	
988	123938	
988	123874	
988	124073	
988	124004	
988	124039	
988	124106	
988	123970	
988	125783	
988	125856	
988	125893	
988	126034	
988	125998	
988	125961	
988	125816	
988	125926	
988	127752	
988	127859	
988	127794	
988	127828	
989	122145	
989	122048	
989	122114	
989	122083	
989	122169	
989	123995	
989	123959	
989	124060	
989	124092	
989	124028	
989	125915	
989	125880	
989	126017	
989	125949	
989	125986	
989	127902	
989	127872	
989	127838	
989	127802	
989	127762	
989	129616	
989	129582	
989	129544	
989	129669	
989	129642	1792
989	131272	
989	131327	
989	131301	
989	131354	
989	131376	
989	133007	
989	133082	
989	133109	
989	134711	
989	136236	
989	137569	
989	137646	
989	137604	
989	137626	
990	122222	
990	122195	
990	124120	
990	124150	
990	124179	
990	124199	
990	124222	
990	126046	
990	126078	
990	126143	
990	126127	
990	126105	
990	127929	
990	127975	
990	127954	
990	128009	
990	127992	
990	129690	1794
990	129710	
990	129726	
990	129743	
990	129759	
990	131396	
990	131413	
990	131445	
990	131429	
990	131462	
990	133193	
990	133172	
990	133154	
990	133208	
990	133133	
990	134757	
990	134777	
990	134799	
990	134816	
990	134833	
990	136348	
990	136329	
990	136307	
990	136283	
990	136259	
990	137684	
990	137665	
990	137726	
990	137702	
990	137747	
990	139020	
990	139059	
990	139039	
990	139076	
990	139093	
991	92280	
991	92177	
991	92207	
991	92236	
991	92262	
991	93651	
991	93706	
991	93735	
991	93680	
991	93762	
991	93815	
991	93799	
991	93783	
991	95099	
991	95128	
991	95155	
991	95204	
991	95181	
991	95220	
991	95235	
991	95250	
991	96653	
991	96568	
991	96546	
991	96518	
991	96614	
991	96591	
991	96628	
991	96642	
991	98026	
991	97982	
991	98015	
991	97960	
991	97941	
991	98002	
991	98037	
991	97915	
991	99414	
991	99405	
991	99372	
991	99385	
991	99355	
991	99395	
991	99311	
991	99335	
991	100799	
991	100809	
991	100766	1388
991	100789	
991	100730	
991	100780	
991	100751	
991	100705	
991	102235	
991	102222	
991	102245	
991	102187	
991	102203	
991	102165	
991	102116	
991	102142	
991	103555	
991	103536	
991	103465	
991	103515	
991	103491	
991	103598	
991	103576	
991	103615	
991	104933	
991	104856	
991	104917	
991	104898	
991	104836	
991	104878	
991	104791	
991	104815	
991	106194	
991	106173	
991	106150	
991	106127	
991	106106	
991	106084	
991	106214	
991	106060	
991	107393	
991	107350	
991	107372	
991	107325	
991	107303	
991	107279	
991	107259	
991	107239	
991	108523	
991	108540	
991	108414	
991	108435	
991	108455	
991	108477	
991	108397	
991	108501	
991	109681	
991	109702	
991	109658	
991	109637	
991	109594	
991	109615	
991	109573	
991	109721	
991	110979	
991	110823	
991	110959	
991	110934	
991	110848	
991	110911	
991	110891	
991	110869	
991	112195	
991	112219	
991	112245	
991	112273	
991	112375	
991	112298	
991	112324	
991	112350	
991	114013	
991	113810	
991	113914	
991	113948	
991	113861	
991	113888	
991	113979	
991	113834	
991	115901	
991	115866	
991	115794	
991	115832	
991	115956	
991	115754	
991	115929	
991	115713	
991	117943	
991	117839	
991	117721	
991	117762	
991	117975	
991	117803	
991	117876	
991	117907	
991	119855	
991	119895	
991	119978	
991	119938	
991	120052	
991	120016	
991	120089	
991	120120	
991	122137	
991	121897	
991	122074	
991	122038	
991	122000	
991	122105	
991	121966	
991	121929	
991	123849	
991	123955	
991	123882	
991	123919	
991	123993	
991	123818	
991	124029	
991	125767	
991	125803	
991	125731	
991	127634	
991	127669	
991	129414	
991	132893	
991	134532	
991	134562	
991	136103	
991	136059	
991	136082	
991	137525	
991	137504	
991	137545	
991	137483	
991	138964	
991	138949	
991	138934	
991	138918	
991	138876	
991	138896	
991	138857	
991	140198	
991	140243	
991	140223	
991	140177	
991	140319	
991	140264	
991	140281	
991	140300	
991	141587	
991	141604	
991	141569	
991	141549	
991	141530	
991	141484	
991	141508	
991	141468	
991	142712	
991	142836	
991	142855	
991	142796	
991	142776	
991	142816	
991	142729	
991	142752	
991	144102	
991	144016	
991	143991	
991	144078	
991	143977	
991	144038	
991	143955	
991	144059	
991	145387	
991	145268	
991	145289	
991	145368	
991	145348	
991	145327	
991	145247	
991	145307	
992	877	
992	904	30
992	926	
992	947	
993	76431	
993	76508	
993	76473	
993	76383	
993	76540	
993	78044	
993	78000	
993	78219	
993	78193	
993	78087	1033
993	78125	
993	78164	
993	79666	
993	79716	
993	79869	
993	79895	
993	79761	
993	79803	
993	79840	
993	81498	
993	81427	
993	81334	
993	81378	
993	81465	
993	81290	
993	81528	
993	83092	
993	83053	
993	83169	
993	83129	
993	83207	
993	83242	
993	83275	
993	84878	
993	84949	
993	84838	
993	84987	
994	38228	
994	38247	
994	38206	
994	38183	
994	38132	
994	38157	
994	39522	
994	39543	
994	39605	
994	39583	
994	39626	
994	39565	
994	40806	
994	40823	
994	40843	
994	40861	
994	40875	
994	40892	
994	42036	
994	42019	
994	42052	
994	42002	
994	41984	
994	41965	
994	43205	
994	43187	
994	43131	
994	43169	
994	43149	
994	43116	
994	44351	
994	44420	
994	44402	
994	44383	
994	44437	
994	44366	
994	45628	
994	45564	
994	45578	
994	45597	
994	45613	
994	45546	
994	46870	
994	46848	
994	46808	
994	46889	
994	46827	
994	46790	
994	48137	
994	48205	
994	48180	
994	48158	
994	48244	
994	48226	
994	49479	
994	49562	
994	49502	
994	49546	
994	49524	676
994	49578	
994	50783	
994	50760	
994	50802	
994	50838	
994	50821	
994	50739	
994	52052	
994	52038	
994	51966	
994	52020	
994	52005	
994	51987	
994	53266	
994	53325	
994	53345	
994	53288	
994	53309	
994	53364	
994	54632	
994	54683	
994	54648	
994	54665	
994	54704	
994	54612	
994	56017	
994	56043	
994	56055	
994	55997	
994	56075	
994	56093	
994	57401	
994	57378	
994	57422	
994	57440	
994	57484	
994	57463	
994	58774	
994	58793	
994	58812	
994	58827	
994	60186	
994	60162	
994	60232	
994	60208	
994	60251	
994	60273	
994	61685	
994	61582	
994	61602	
994	61643	
994	61663	
994	61624	
995	63140	
995	63125	
995	63156	
995	64679	
995	64666	
995	64648	
995	64630	
995	64569	
995	64589	
995	64611	
995	64698	
995	66308	
995	66280	
995	66263	
995	66243	
995	66294	
995	66180	
995	66223	
995	66199	
995	67979	
995	67958	
995	67941	
995	67900	
995	67923	
995	67874	885
995	67848	
995	67823	
995	69611	
995	69643	
995	69667	
995	69691	
995	69714	
995	69735	
995	69753	
995	69769	
995	71461	
995	71350	
995	71290	
995	71320	
995	71436	
995	71419	
995	71397	
995	71374	
995	73129	
995	73147	
995	74944	
995	76645	
995	76624	
995	78287	
995	79966	
995	85055	
996	64542	
996	66153	
996	66121	
996	67755	
996	67799	883
996	67775	
996	69580	
996	69554	
996	71264	
997	2338	
997	2315	
