Feature_Index	Original_Index	Monoisotopic_Mass	Average_Mono_Mass	UMC_MW_Min	UMC_MW_Max	Scan_Start	Scan_End	Scan	IMS_Scan	IMS_Scan_Start	IMS_Scan_End	Avg_Interference_Score	Decon2ls_Fit_Score	UMC_Member_Count	Saturated_Member_Count	Max_Abundance	Abundance	Class_Rep_MZ	Class_Rep_Charge	Charge_Max	Drift_Time	Conformation_Fit_Score	LC_Fit_Score	Average_Isotopic_Fit	Members_Percentage	Combined_Score
159	455	592.3487	592.3487	592.34442	592.35143	62	63	63	159	156	159	0	0.028429	7	0	7591	20564	593.35534	1	1	25.654	0.91703	0	1.0284	1	0.98182
160	454	592.35122	592.35122	592.34329	592.35612	12	21	16	157	155	161	0	0.020646	57	0	360237	1.3929E+06	593.36159	1	1	25.516	0.88359	0	1.0206	1	0.96808
161	452	597.34408	597.34408	597.3416	597.34697	62	64	62	153	151	153	0	0.050823	13	0	7372	27003	598.35229	1	1	24.67	0.87622	0	1.0508	1	0.97568
162	451	597.34439	597.34439	597.33267	597.35034	1	45	10	152	149	156	0.0065823	0.035463	200	0	146976	700437	598.35461	1	1	24.787	0.79385	0	1.0355	1	0.94311
163	452	597.35053	597.35053	597.34203	597.35558	62	64	62	157	156	157	0	0.0272	7	0	8323	20301	598.36193	1	1	25.458	0.98331	0	1.0272	0.53846	0.84966
164	450	601.33071	601.33071	601.32711	601.33432	94	96	95	157	152	161	0	0.027232	19	0	18561	93650	602.33733	1	1	25.428	0.79476	0	1.0272	1	0.94066
165	449	601.34155	601.34155	601.33658	601.34434	68	68	68	157	157	160	0	0.0241	4	0	27530	41763	602.34907	1	1	25.626	0.85015	0	1.0241	0.8	0.89142
166	449	601.34239	601.34239	601.34165	601.34327	68	68	68	156	152	156	0	0.0187	5	0	30674	107099	602.34878	1	1	25.163	0.91804	0	1.0187	1	0.97891
167	448	603.28559	603.28559	603.28003	603.29155	1	3	1	156	152	159	0	0.050394	18	0	14303	66264	604.28994	1	1	25.532	0.81231	0	1.0504	1	0.95424
168	447	603.78245	603.78245	603.7784	603.78849	6	8	6	126	123	128	0	0.12149	8	0	5703	30406	604.78513	1	1	20.611	0.7494	0	1.1215	1	0.95696
169	446	604.35169	604.35169	604.35155	604.35187	57	57	57	163	160	163	0	0.029675	4	0	11047	29784	605.35849	1	1	26.388	0.92973	0	1.0297	1	0.98647
170	445	604.36673	604.36673	604.36165	604.37145	58	61	60	163	161	166	0	0.027978	18	0	76630	268537	605.36964	1	1	26.511	0.92767	0	1.028	1	0.98522
171	444	605.25212	605.25212	605.24623	605.25727	74	87	76	148	145	153	0.005161	0.035691	89	0	144934	685158	606.25765	1	1	24.169	0.81955	0	1.0357	1	0.95175
172	443	605.32199	605.32199	605.32017	605.32426	79	80	80	159	158	163	0	0.037671	14	0	25796	111272	606.32985	1	1	25.767	0.84523	0	1.0377	1	0.96097
173	442	605.82277	605.82277	605.8172	605.82619	83	85	85	125	125	128	0	0.12277	6	0	3300	12485	606.83191	1	1	20.419	0.88801	0	1.1228	1	1.0036
174	441	606.31029	606.31029	606.30721	606.31287	95	96	96	156	154	160	0	0.013764	14	0	18766	85886	607.31474	1	1	25.483	0.79752	0	1.0138	1	0.9371
175	439	606.33644	606.33644	606.33117	606.33988	43	45	44	158	153	158	0	0.041778	9	0	11396	40867	607.34597	1	1	25.732	0.8125	0	1.0418	1	0.95143
176	438	607.30798	607.30798	607.30191	607.31482	65	67	66	156	155	159	0	0.04792	15	0	12882	72175	608.30995	1	1	25.553	0.69078	0	1.0479	1	0.9129
177	437	608.27417	608.27417	608.27193	608.27502	89	89	89	156	155	159	0	0.02508	5	0	9850	29907	609.28175	1	1	25.383	0.93053	0	1.0251	1	0.9852
178	436	608.32407	608.32407	608.31982	608.32708	80	83	80	161	158	165	0	0.040256	16	0	27645	128927	609.33293	1	1	26.15	0.80658	0	1.0403	1	0.94895
179	434	610.28267	610.28267	610.27802	610.28748	51	56	52	118	118	118	0	0.11704	5	0	3676	9674	611.29421	1	1	18.955	0.88599	0	1.117	1	1.001
180	431	613.4121	613.4121	613.39605	613.42096	62	65	63	162	160	164	0	0.069308	12	0	8452	44459	614.41894	1	1	26.236	0.76235	0	1.0693	1	0.94389
181	430	614.35161	614.35161	614.33938	614.35757	82	89	84	158	153	164	0.0019286	0.044843	86	0	56279	388719	615.35893	1	1	25.753	0.67194	0	1.0448	1	0.9056
182	429	617.29096	617.29096	617.28748	617.29452	80	87	83	159	157	163	0.021778	0.03298	46	12	213371	918901	618.2973	1	1	26.069	0.82967	0	1.033	1	0.95422
183	427	618.29434	618.29434	618.29129	618.30105	11	16	14	155	153	159	0	0.048229	24	0	54325	228426	619.29977	1	1	25.189	0.83941	0	1.0482	1	0.96255
184	426	618.31711	618.31711	618.31211	618.32249	92	95	95	162	162	163	0	0.10728	4	0	7201	35388	619.32794	1	1	25.937	0.80012	0	1.1073	1	0.96913
185	425	618.40552	618.40552	618.39819	618.41224	74	83	77	163	162	169	0	0.022872	50	0	23562	124917	619.41473	1	1	26.764	0.75336	0	1.0229	1	0.92541
186	424	619.29933	619.29933	619.29758	619.30143	95	98	95	158	156	158	0.075659	0.071133	9	0	23356	91349	620.30618	1	1	25.617	0.88948	0	1.0711	1	0.98687
187	422	619.33055	619.33055	619.32693	619.33396	67	72	69	156	153	161	0.016666	0.03565	34	0	154194	758570	620.33808	1	1	25.4	0.80059	0	1.0357	1	0.94541
188	419	619.82964	619.82964	619.82692	619.83149	2	2	2	129	129	132	0	0.13732	4	0	6780	11167	620.83822	1	1	21.114	0.8873	0	1.1373	1	1.0082
189	418	622.2775	622.2775	622.27332	622.2802	74	82	76	154	151	157	0	0.024705	42	0	30899	173996	623.28434	1	1	25.306	0.68494	0	1.0247	1	0.90321
190	413	629.34786	629.34786	629.34578	629.35112	33	34	33	154	154	156	0	0.0634	5	0	17278	50884	630.35251	1	1	25.019	0.96473	0	1.0634	1	1.0094
191	412	629.35306	629.35306	629.35112	629.35474	9	9	9	160	157	162	0	0.11552	6	0	16584	66459	630.35982	1	1	26.16	0.86148	0	1.1155	1	0.99233
192	411	629.35444	629.35444	629.34554	629.36621	1	4	3	161	159	165	0	0.061796	23	0	67950	287367	630.35419	1	1	26.308	0.86223	0	1.0618	1	0.97468
193	410	631.33923	631.33923	631.3327	631.34568	95	101	97	162	158	166	0	0.043035	37	0	79331	386069	632.34754	1	1	26.399	0.80699	0	1.043	1	0.95001
194	409	632.28354	632.28354	632.28046	632.28933	51	55	54	155	155	158	0.031708	0.036641	17	0	49047	120155	633.29414	1	1	25.349	0.93329	0	1.0366	0.94444	0.97146
195	409	632.28501	632.28501	632.27919	632.29045	51	55	53	153	151	153	0.042241	0.038528	18	0	54585	152310	633.29091	1	1	25.048	0.95413	0	1.0385	1	0.99755
196	408	632.31077	632.31077	632.29595	632.31524	56	64	58	157	153	162	0.0030264	0.036719	84	0	81036	417571	633.31756	1	1	25.641	0.79417	0	1.0367	1	0.94363
197	403	633.38167	633.38167	633.38064	633.38351	23	23	23	164	161	167	0	0.024386	7	0	105718	416390	634.38868	1	1	26.653	0.87693	0	1.0244	1	0.9671
198	402	633.39951	633.39951	633.39931	633.3999	24	24	24	164	161	167	0	0.079843	7	0	95571	384345	634.40673	1	1	26.661	0.8672	0	1.0798	1	0.98235
199	400	636.31918	636.31918	636.3151	636.32244	62	62	62	162	158	162	0	0.12658	5	0	5978	21998	637.32577	1	1	26.127	0.87078	0	1.1266	1	0.99912
200	401	636.33191	636.33191	636.32911	636.33444	67	69	68	162	162	164	0	0.028082	11	0	14287	57859	637.33976	1	1	26.207	0.83816	0	1.0281	1	0.95541
201	399	637.29687	637.29687	637.29524	637.29838	98	100	99	162	159	166	0	0.03715	22	0	43772	221132	638.30359	1	1	26.374	0.76245	0	1.0371	1	0.9332
202	398	637.29943	637.29943	637.29702	637.30361	4	7	6	155	155	159	0	0.031022	18	4	153860	406020	638.30603	1	1	25.286	0.89971	0	1.031	1	0.97691
203	397	638.34775	638.34775	638.33793	638.35181	49	57	53	161	158	166	0	0.039831	65	0	34990	168434	639.35507	1	1	26.217	0.80132	0	1.0398	1	0.94705
204	396	643.38437	643.38437	643.37645	643.38781	65	67	66	157	156	160	0	0.0465	12	0	11493	42852	644.39365	1	1	25.745	0.90455	0	1.0465	1	0.98368
205	395	646.41091	646.41091	646.39786	646.4184	87	95	91	165	162	169	0.00033586	0.022539	70	0	453926	2.0551E+06	647.41896	1	1	26.828	0.82106	0	1.0225	1	0.94787
206	394	647.36919	647.36919	647.36814	647.36957	41	42	42	164	161	167	0	0.016318	11	0	34658	131941	648.37578	1	1	26.738	0.89762	0	1.0163	1	0.97131
207	389	649.33729	649.33729	649.32065	649.34173	94	101	100	163	162	166	0.0014214	0.034978	37	4	155956	498313	650.34782	1	1	26.578	0.91674	0	1.035	1	0.98391
208	387	650.33473	650.33473	650.32477	650.34027	89	93	91	165	162	167	0.055128	0.045414	37	0	169922	774567	651.3413	1	1	26.804	0.81804	0	1.0454	1	0.95449
209	386	650.34028	650.34028	650.33094	650.34809	19	20	19	163	160	166	0	0.096477	13	0	18969	81572	651.35465	1	1	26.607	0.82855	0	1.0965	1	0.97501
210	385	652.32028	652.32028	652.31564	652.32701	53	59	56	163	161	166	0.00075382	0.025729	34	0	78249	274503	653.32866	1	1	26.604	0.92802	0	1.0257	1	0.98458
211	384	657.33113	657.33113	657.32597	657.33458	41	44	42	158	154	160	0	0.034105	20	0	29772	116498	658.33416	1	1	25.75	0.88075	0	1.0341	1	0.97162
212	383	657.36579	657.36579	657.35838	657.37685	13	20	17	164	161	168	0.00222	0.038583	54	0	155629	585623	658.37367	1	1	26.639	0.9008	0	1.0386	1	0.97979
213	382	657.37454	657.37454	657.37274	657.37841	1	2	1	165	163	167	0	0.04395	8	0	17470	65703	658.37973	1	1	27.057	0.88102	0	1.0439	1	0.97499
214	381	659.35667	659.35667	659.34856	659.36816	10	13	12	162	162	164	0.004883	0.04764	10	0	305081	911196	660.36148	1	1	26.298	0.87725	0	1.0476	1	0.97496
215	380	659.38272	659.38272	659.37781	659.38813	41	46	42	163	163	165	0	0.029786	22	0	35705	166982	660.39059	1	1	26.637	0.81977	0	1.0298	1	0.94985
216	379	659.38666	659.38666	659.3749	659.39389	9	14	11	166	166	167	0.0035973	0.041618	11	0	100216	412823	660.38409	1	1	26.52	0.86562	0	1.0416	1	0.96908
217	378	660.35332	660.35332	660.34667	660.36688	10	18	13	161	158	164	0.12034	0.041582	44	0	329777	1.4891E+06	661.35994	1	1	26.213	0.82523	0	1.0416	1	0.9556
218	375	663.31365	663.31365	663.30997	663.32032	74	76	76	134	134	134	0	0.13035	4	0	4297	17173	664.31878	1	1	21.171	0.85911	0	1.1303	1	0.99649
219	374	665.33697	665.33697	665.33437	665.33833	11	13	12	161	159	165	0	0.045169	13	0	30542	109812	666.34321	1	1	26.213	0.93403	0	1.0452	1	0.99306
220	373	665.36949	665.36949	665.3555	665.37614	40	52	44	164	161	168	0.0017809	0.026056	88	45	706175	3.6903E+06	666.37488	1	1	26.703	0.72988	0	1.0261	1	0.91865
221	371	670.3636	670.3636	670.35942	670.36803	67	71	68	169	167	172	0	0.031832	34	0	106930	429266	671.37138	1	1	27.38	0.87149	0	1.0318	1	0.96777
222	370	671.34494	671.34494	671.3396	671.35622	1	4	1	160	157	165	0.0042859	0.040409	34	0	62156	314262	672.35189	1	1	26.132	0.78371	0	1.0404	1	0.94137
223	369	671.39126	671.39126	671.38449	671.3955	85	89	87	164	161	169	0	0.038389	35	0	32753	154802	672.3947	1	1	26.582	0.81089	0	1.0384	1	0.94976
224	368	671.39276	671.39276	671.38348	671.39885	72	75	73	165	161	170	0.016615	0.04245	24	0	33076	164500	672.40278	1	1	26.824	0.80733	0	1.0425	1	0.94993
225	367	671.39336	671.39336	671.38985	671.39726	29	37	31	168	162	172	0	0.03149	51	0	67352	390249	672.39765	1	1	27.411	0.74675	0	1.0315	1	0.92608
226	366	673.35128	673.35128	673.34691	673.35897	66	70	68	163	159	168	0	0.037464	36	0	29475	150289	674.35777	1	1	26.686	0.81984	0	1.0375	1	0.95244
227	364	677.38467	677.38467	677.3792	677.39065	30	32	30	168	166	171	0	0.033	14	0	24089	81871	678.38684	1	1	27.234	0.9339	0	1.033	1	0.98897
228	363	684.33432	684.33432	684.3329	684.33662	63	63	63	164	164	167	0	0.077175	4	0	15088	24359	685.33963	1	1	26.749	0.75763	0	1.0772	1	0.94494
229	360	684.35586	684.35586	684.35168	684.37097	55	64	59	162	158	167	0	0.026502	90	0	136301	840203	685.36068	1	1	26.344	0.68421	0	1.0265	1	0.90357
230	361	684.3571	684.3571	684.34976	684.36542	70	73	70	163	163	164	0	0.0536	4	0	6366	17131	685.35649	1	1	26.454	0.93422	0	1.0536	1	0.99594
231	359	684.3581	684.3581	684.35398	684.3629	6	6	6	162	159	163	0	0.03068	5	0	7745	27302	685.36125	1	1	26.266	0.8516	0	1.0307	1	0.96076
232	358	688.37188	688.37188	688.3652	688.38056	62	65	63	166	163	170	0	0.053867	24	0	18323	85772	689.37487	1	1	26.976	0.8138	0	1.0539	1	0.95589
233	355	689.37103	689.37103	689.36689	689.37905	39	41	40	166	166	169	0	0.027486	7	0	12939	33941	690.37863	1	1	27.018	0.86897	0	1.0275	1	0.96549
234	356	689.37254	689.37254	689.37014	689.37465	67	67	67	169	166	170	0	0.01542	5	0	10960	39542	690.37769	1	1	27.328	0.88672	0	1.0154	1	0.96738
235	354	692.32979	692.32979	692.32049	692.34723	65	67	65	166	163	170	0.033063	0.043117	24	0	81933	356546	693.32902	1	1	27.045	0.84345	0	1.0431	1	0.96219
236	353	693.40085	693.40085	693.39753	693.40371	62	64	62	171	166	174	0	0.02796	10	0	18034	84112	694.40953	1	1	27.682	0.82654	0	1.028	1	0.9515
237	351	699.40854	699.40854	699.39665	699.41571	1	7	3	167	164	170	0	0.022395	37	1	334261	1.56E+06	700.41481	1	1	27.253	0.78576	0	1.0224	1	0.93605
238	350	700.39144	700.39144	700.38777	700.39729	1	8	6	172	172	175	0.046622	0.053764	14	0	25590	79295	701.39738	1	1	28.02	0.86952	0	1.0538	1	0.97443
239	349	701.33214	701.33214	701.32617	701.34201	63	67	65	167	160	172	0	0.038115	52	0	52687	322511	702.33806	1	1	27.288	0.75844	0	1.0381	1	0.93219
240	348	701.3632	701.3632	701.35295	701.36832	58	63	60	169	164	173	0.003686	0.041253	43	0	156118	740501	702.36911	1	1	27.471	0.82858	0	1.0413	1	0.95661
241	347	701.42765	701.42765	701.42219	701.43222	21	29	25	169	167	171	0.00193	0.030107	45	2	269138	1.012E+06	702.43221	1	1	27.471	0.83102	0	1.0301	1	0.95371
242	346	705.43809	705.43809	705.43349	705.44258	75	79	76	169	166	172	0	0.03529	20	0	7440	39441	706.44051	1	1	27.936	0.70799	0	1.0353	1	0.91443
243	345	710.3904	710.3904	710.38563	710.39878	15	18	17	166	164	170	0	0.036657	23	0	22736	110346	711.39764	1	1	26.958	0.78774	0	1.0367	1	0.94147
244	344	713.4145	713.4145	713.41132	713.42065	84	87	84	173	170	174	0	0.021073	11	0	8796	42896	714.42321	1	1	28.295	0.74513	0	1.0211	1	0.92207
245	343	714.45855	714.45855	714.45399	714.46448	61	65	63	175	172	179	0	0.0417	34	0	44613	218876	715.46878	1	1	28.714	0.77202	0	1.0417	1	0.93791
246	342	720.37784	720.37784	720.36935	720.38811	31	36	33	168	165	173	0	0.039094	48	0	69970	358621	721.38628	1	1	27.282	0.79282	0	1.0391	1	0.94397
247	340	721.39584	721.39584	721.39175	721.39994	43	47	44	170	169	174	0	0.039052	27	0	78579	275892	722.40273	1	1	27.878	0.92287	0	1.0391	1	0.98731
248	341	721.39701	721.39701	721.38992	721.4067	96	101	97	164	161	167	0	0.041257	35	0	15885	75393	722.4004	1	1	26.708	0.77806	0	1.0413	1	0.93977
249	338	723.4238	723.4238	723.41597	723.42653	81	86	84	173	170	176	0.0007195	0.03643	40	0	40044	173793	724.42965	1	1	28.242	0.85254	0	1.0364	1	0.96299
250	337	725.43521	725.43521	725.42639	725.44345	37	39	38	173	168	173	0	0.034853	15	0	19348	60755	726.44243	1	1	27.903	0.8981	0	1.0349	1	0.97765
251	337	725.43707	725.43707	725.43234	725.44217	37	38	38	174	174	175	0	0.023444	9	0	21383	97035	726.44256	1	1	28.818	0.81482	0	1.0234	0.6	0.81275
252	336	726.39952	726.39952	726.39671	726.40244	72	72	72	178	175	181	0	0.070343	7	0	10351	40584	727.40869	1	1	28.784	0.88337	0	1.0703	1	0.98457
253	335	728.40988	728.40988	728.407	728.41217	1	1	1	173	170	176	0	0.032786	7	0	10791	45324	729.41834	1	1	28.167	0.86317	0	1.0328	1	0.96532
254	334	729.39145	729.39145	729.38617	729.4027	76	79	76	172	170	177	0	0.051144	9	0	6317	31450	730.39668	1	1	28.268	0.78011	0	1.0511	1	0.94375
255	333	730.37613	730.37613	730.36577	730.38174	79	87	83	175	172	179	0.0073594	0.035146	68	6	257960	1.3274E+06	731.37501	1	1	28.463	0.74132	0	1.0351	1	0.92549
256	332	730.38596	730.38596	730.38448	730.38894	31	32	32	171	171	173	0	0.052725	4	0	8240	20848	731.39155	1	1	27.824	0.95301	0	1.0527	1	1.0019
257	331	731.37951	731.37951	731.3709	731.3849	87	101	88	171	167	174	0.021528	0.045067	78	0	30879	178226	732.38677	1	1	27.863	0.73073	0	1.0451	1	0.92526
258	329	733.3299	733.3299	733.32497	733.33934	51	56	53	162	158	167	0	0.050036	45	0	25050	123530	734.33484	1	1	26.514	0.80815	0	1.05	1	0.95273
259	330	733.3411	733.3411	733.34066	733.34153	72	72	72	172	169	174	0	0.057617	6	0	10726	41527	734.34778	1	1	27.818	0.86437	0	1.0576	1	0.974
260	328	733.37983	733.37983	733.37893	733.38081	96	100	98	168	166	168	0	0.03915	8	0	8241	28489	734.38666	1	1	27.267	0.91154	0	1.0392	1	0.98356
261	326	737.34435	737.34435	737.34169	737.34579	73	73	73	166	164	169	0	0.081817	6	0	5890	19694	738.35252	1	1	27.056	0.88581	0	1.0818	1	0.98921
262	325	740.38012	740.38012	740.37512	740.38837	69	73	70	173	168	178	0	0.034247	45	0	28992	138326	741.38382	1	1	28.245	0.83978	0	1.0342	1	0.95801
263	324	740.4444	740.4444	740.43246	740.45178	76	80	78	178	173	181	0	0.032791	22	0	15358	78240	741.45499	1	1	28.885	0.78454	0	1.0328	1	0.93911
264	322	742.41846	742.41846	742.41315	742.42684	1	4	4	173	170	176	0	0.042459	27	0	12767	51406	743.42248	1	1	28.265	0.87392	0	1.0425	1	0.97213
265	323	742.42605	742.42605	742.4213	742.4316	29	36	32	175	170	181	0	0.043734	47	0	27575	201738	743.43813	1	1	28.765	0.63792	0	1.0437	1	0.89389
266	321	750.38587	750.38587	750.38228	750.39265	5	7	6	173	170	177	0	0.037392	24	0	32396	142052	751.39577	1	1	28.178	0.83813	0	1.0374	1	0.95851
267	320	752.31836	752.31836	752.31492	752.3206	78	80	78	165	163	165	0	0.045257	7	0	15294	36733	753.32732	1	1	26.558	0.95892	0	1.0453	1	1.0014
268	320	752.32012	752.32012	752.31979	752.32088	78	79	78	166	166	168	0	0.0521	4	0	14516	28865	753.32761	1	1	26.949	0.95461	0	1.0521	0.57143	0.85938
269	316	757.31459	757.31459	757.31438	757.31488	21	21	21	173	173	176	0	0.042725	4	0	15038	37720	758.32141	1	1	28.292	0.9569	0	1.0427	1	0.99987
270	315	757.43629	757.43629	757.43314	757.44123	6	8	7	173	172	177	0	0.054828	18	0	12688	61959	758.44796	1	1	28.499	0.77084	0	1.0548	1	0.94189
271	314	758.45753	758.45753	758.44726	758.46837	24	27	25	179	176	183	0	0.058793	27	0	9476	36926	759.46872	1	1	29.201	0.88803	0	1.0588	1	0.98227
272	312	760.40816	760.40816	760.40061	760.41693	9	12	11	171	169	171	0	0.066981	16	0	10106	49081	761.40734	1	1	27.753	0.83465	0	1.067	1	0.96721
273	313	760.41672	760.41672	760.41313	760.41832	47	48	47	174	173	174	0	0.037957	7	0	9122	34409	761.42505	1	1	28.154	0.83297	0	1.038	1	0.95697
274	313	760.41819	760.41819	760.4166	760.41944	47	48	47	175	175	177	0	0.044325	4	0	7590	14138	761.42558	1	1	28.56	0.91007	0	1.0443	0.57143	0.84194
275	311	761.44334	761.44334	761.43924	761.44626	71	73	72	182	180	185	0	0.074136	11	0	10990	42648	762.45145	1	1	29.652	0.89454	0	1.0741	1	0.98956
276	310	762.42379	762.42379	762.41765	762.42867	93	101	99	178	175	182	0	0.02595	64	0	67376	325404	763.43372	1	1	29.11	0.78917	0	1.026	1	0.93837
277	308	763.42273	763.42273	763.41545	763.43266	44	49	46	178	178	181	0.017012	0.059818	17	0	23150	99028	764.42844	1	1	28.969	0.85129	0	1.0598	1	0.97037
278	306	764.4027	764.4027	764.38803	764.41008	36	45	40	175	173	179	0.02215	0.029348	66	7	479540	2.1306E+06	765.40737	1	1	28.585	0.80689	0	1.0293	1	0.94541
279	305	765.36047	765.36047	765.355	765.36899	16	23	18	174	172	177	0	0.036221	48	0	410542	1.598E+06	766.37553	1	1	28.524	0.87385	0	1.0362	1	0.97002
280	304	769.3451	769.3451	769.33613	769.35006	74	79	78	171	167	174	0	0.047022	32	0	12815	73699	770.35319	1	1	28.097	0.72659	0	1.047	1	0.92454
281	303	770.40761	770.40761	770.40722	770.40827	42	42	42	170	168	171	0	0.020675	4	0	8487	27059	771.41423	1	1	27.552	0.93422	0	1.0207	1	0.98497
282	302	770.41169	770.41169	770.40984	770.41306	1	2	2	172	170	172	0	0.03105	6	0	8208	24191	771.41657	1	1	27.926	0.93486	0	1.031	1	0.98864
283	301	771.34252	771.34252	771.32994	771.35228	87	92	90	174	173	174	0	0.048443	21	0	15453	68304	772.35514	1	1	28.575	0.82498	0	1.0484	1	0.95781
284	300	771.35001	771.35001	771.34294	771.35471	47	50	48	167	166	171	0	0.054227	15	0	10972	48315	772.35667	1	1	27.342	0.79422	0	1.0542	1	0.94948
285	299	771.4069	771.4069	771.39889	771.41202	61	62	62	170	168	174	0	0.046193	14	0	39883	140577	772.41804	1	1	27.806	0.92207	0	1.0462	1	0.98942
286	298	771.42629	771.42629	771.4152	771.43093	1	10	4	182	179	186	0.023494	0.038572	71	0	47918	222978	772.43398	1	1	29.816	0.8417	0	1.0386	1	0.96009
287	297	772.41288	772.41288	772.40881	772.4168	63	66	65	171	168	174	0.0077408	0.078915	13	0	26660	110680	773.42045	1	1	27.777	0.86745	0	1.0789	1	0.98212
288	296	772.46162	772.46162	772.46066	772.46216	91	91	91	178	175	180	0	0.046975	4	0	10107	43427	773.46873	1	1	29.044	0.84327	0	1.047	1	0.96342
289	295	773.43279	773.43279	773.42873	773.43695	11	15	13	174	172	179	0	0.033867	24	0	17563	74359	774.44282	1	1	28.413	0.85283	0	1.0339	1	0.96223
290	294	774.35338	774.35338	774.35121	774.35448	100	100	100	171	169	173	0	0.07074	5	0	8330	26947	775.36108	1	1	27.668	0.88782	0	1.0707	1	0.98619
291	293	774.39975	774.39975	774.38775	774.41139	66	70	68	176	171	181	0	0.043551	35	0	26654	141135	775.40644	1	1	28.776	0.7888	0	1.0436	1	0.94412
292	292	777.39291	777.39291	777.39141	777.39427	12	12	12	177	174	180	0	0.021471	7	0	8780	37975	778.39814	1	1	28.647	0.82463	0	1.0215	1	0.9487
293	291	777.41931	777.41931	777.41724	777.42417	90	91	90	178	175	180	0	0.041062	13	0	11331	47152	778.42598	1	1	29	0.84182	0	1.0411	1	0.96096
294	290	781.37216	781.37216	781.36728	781.37647	65	68	66	175	173	179	0	0.056623	26	0	28057	110178	782.38247	1	1	28.557	0.8836	0	1.0566	1	0.98007
295	289	784.31677	784.31677	784.31194	784.32216	54	59	56	174	172	177	0	0.047445	29	0	53850	190944	785.32625	1	1	28.254	0.87681	0	1.0474	1	0.97475
296	288	784.47073	784.47073	784.46362	784.47954	86	87	87	184	180	185	0	0.074708	12	0	7834	36513	785.47994	1	1	29.808	0.81386	0	1.0747	1	0.96286
297	287	784.4745	784.4745	784.47321	784.47601	72	73	73	187	181	187	0	0.076189	9	0	15489	58528	785.48066	1	1	30.021	0.86313	0	1.0762	1	0.97977
298	286	785.43725	785.43725	785.4337	785.44187	1	1	1	179	174	179	0	0.03114	5	0	12916	41274	786.44043	1	1	29.145	0.89744	0	1.0311	1	0.97619
299	285	786.41962	786.41962	786.40786	786.43201	49	52	51	175	170	179	0	0.04255	36	0	14705	76023	787.42501	1	1	28.394	0.78672	0	1.0426	1	0.94309
300	284	787.41502	787.41502	787.40636	787.42687	87	89	88	179	178	179	0	0.07296	10	0	8616	34390	788.42708	1	1	29.722	0.76419	0	1.073	1	0.94572
301	283	796.46873	796.46873	796.46637	796.47141	28	29	28	183	183	183	0	0.042588	8	0	8440	42226	797.47758	1	1	29.787	0.73769	0	1.0426	1	0.92676
302	282	798.3763	798.3763	798.37514	798.37848	32	34	33	178	175	180	0	0.08373	20	0	14619	55997	799.38218	1	1	28.87	0.88061	0	1.0837	1	0.98811
303	281	798.39644	798.39644	798.39581	798.39671	35	35	35	177	176	179	0	0.1271	4	0	4005	12441	799.40343	1	1	28.987	0.93381	0	1.1271	1	1.0203
304	280	798.41912	798.41912	798.41402	798.42724	58	61	60	175	172	179	0.00084935	0.050126	31	0	125303	570576	799.42266	1	1	28.42	0.81702	0	1.0501	1	0.95571
305	279	798.47872	798.47872	798.47238	798.48568	1	6	3	181	179	185	0	0.051714	35	0	58267	224430	799.47992	1	1	29.592	0.89311	0	1.0517	1	0.98161
