Feature_Index	Original_Index	Monoisotopic_Mass	Average_Mono_Mass	UMC_MW_Min	UMC_MW_Max	Scan_Start	Scan_End	Scan	IMS_Scan	IMS_Scan_Start	IMS_Scan_End	Avg_Interference_Score	Decon2ls_Fit_Score	UMC_Member_Count	Saturated_Member_Count	Max_Abundance	Abundance	Class_Rep_MZ	Class_Rep_Charge	Charge_Max	Drift_Time	Conformation_Fit_Score	LC_Fit_Score	Average_Isotopic_Fit	Members_Percentage	Combined_Score
0	755	368.21478	368.21478	368.21336	368.21773	84	85	84	121	118	125	0	0.014433	15	0	55512	285034	369.22064	1	1	19.729	0.74167	0	1.0144	1	0.9187
1	753	368.21562	368.21562	368.21541	368.21588	1	1	1	120	119	122	0	0.00455	4	0	23531	63993	369.22232	1	1	19.593	0.96731	0	1.0045	1	0.99062
2	752	370.22986	370.22986	370.2287	370.23061	38	38	38	121	120	124	0	0.01844	5	0	74819	245808	371.23789	1	1	19.837	0.95101	0	1.0184	1	0.98982
3	751	372.19892	372.19892	372.19506	372.2021	56	59	59	120	118	123	0	0.016281	21	0	26697	94893	373.20682	1	1	19.613	0.9254	0	1.0163	1	0.98056
4	750	372.21179	372.21179	372.20669	372.21624	1	4	1	120	118	122	0	0.0080273	22	0	86037	295526	373.21957	1	1	19.5	0.9314	0	1.008	1	0.97981
5	749	372.2712	372.2712	372.26588	372.27691	73	84	77	127	124	129	0	0.018246	56	0	169097	692592	373.28369	1	1	20.459	0.79142	0	1.0182	1	0.93655
6	747	379.2003	379.2003	379.19818	379.20249	18	18	18	106	102	106	0	0.07486	5	0	4222	13079	380.2077	1	1	16.873	0.96358	0	1.0749	1	1.0128
7	746	379.20919	379.20919	379.20838	379.21067	15	17	17	104	102	105	0	0.05725	6	0	5076	16193	380.21587	1	1	16.892	0.89454	0	1.0573	1	0.98393
8	744	386.25948	386.25948	386.2585	386.26013	42	44	42	129	127	132	0	0.031225	8	0	107264	362917	387.26714	1	1	20.976	0.94629	0	1.0312	1	0.99251
9	745	386.26281	386.26281	386.26029	386.26646	59	63	60	129	127	133	0	0.032843	21	0	132605	512019	387.26921	1	1	21.037	0.90696	0	1.0328	1	0.97993
10	743	387.24509	387.24509	387.24255	387.24677	22	23	23	128	128	129	0	0.01454	5	0	24285	39317	388.24928	1	1	20.944	0.8059	0	1.0145	1	0.94015
11	741	391.68933	391.68933	391.68843	391.69243	97	99	97	103	103	103	0	0.06814	5	0	15964	42225	392.69916	1	1	17.088	0.94049	0	1.0681	1	1.0029
12	740	392.24013	392.24013	392.23746	392.24182	15	18	16	125	123	128	0	0.016047	19	0	64939	261322	393.24869	1	1	20.35	0.85821	0	1.016	1	0.95809
13	736	401.20643	401.20643	401.20205	401.2089	1	1	1	129	123	129	0.090452	0.041025	4	0	78490	318423	402.20932	1	1	20.783	0.86924	0	1.041	1	0.97009
14	735	401.23389	401.23389	401.23247	401.23689	14	14	14	127	126	131	0	0.021133	6	0	65434	244216	402.24008	1	1	20.874	0.90756	0	1.0211	1	0.97623
15	734	401.2629	401.2629	401.26189	401.26469	1	4	1	130	129	132	0.1301	0.033508	12	0	140014	441521	402.20849	1	1	21.396	0.965	0	1.0335	1	0.9995
16	731	403.21546	403.21546	403.21252	403.2209	13	16	14	125	122	128	0.0074781	0.025446	26	0	90867	364053	404.2202	1	1	20.416	0.87851	0	1.0254	1	0.96798
17	726	405.22734	405.22734	405.21263	405.23615	50	58	54	107	107	107	0	0.0821	16	0	4936	19140	406.23807	1	1	17.166	0.86571	0	1.0821	1	0.9826
18	725	406.26202	406.26202	406.26169	406.26234	68	68	68	130	126	130	0	0.02762	5	0	40448	110668	407.2687	1	1	21.089	0.91681	0	1.0276	1	0.98148
19	723	408.20461	408.20461	408.20209	408.20982	95	98	98	103	103	104	0	0.0631	4	0	5832	11978	409.21005	1	1	16.817	0.90011	0	1.0631	1	0.98774
20	718	415.20822	415.20822	415.20575	415.21117	83	87	83	107	107	108	0	0.061825	4	0	5933	30826	416.21365	1	1	16.622	0.78633	0	1.0618	1	0.94939
21	713	419.15255	419.15255	419.1491	419.15381	74	80	76	124	124	126	0	0.012075	12	0	39750	64382	420.15978	1	1	20.305	0.92599	0	1.0121	0.8	0.91269
22	713	419.15268	419.15268	419.149	419.15471	76	80	76	123	119	123	0	0.012827	15	0	45943	135647	420.16069	1	1	19.911	0.97377	0	1.0128	1	0.99553
23	712	424.25132	424.25132	424.24949	424.25324	47	50	50	131	128	134	0	0.039079	14	0	29630	92632	425.25941	1	1	21.224	0.94052	0	1.0391	1	0.9932
24	710	432.20698	432.20698	432.20644	432.20767	18	18	18	130	127	130	0	0.0063	4	0	20288	48103	433.2144	1	1	21.073	0.96498	0	1.0063	1	0.99043
25	709	433.1732	433.1732	433.17145	433.17883	86	89	88	111	111	112	0	0.07438	5	0	5816	12976	434.17826	1	1	17.737	0.94149	0	1.0744	1	1.0053
26	708	433.24711	433.24711	433.24148	433.25217	21	22	21	107	104	109	0	0.093512	8	0	6815	26870	434.25476	1	1	17.288	0.86767	0	1.0935	1	0.98706
27	705	433.27725	433.27725	433.27334	433.28222	88	91	89	133	130	137	0	0.095589	18	0	6848	26657	434.28139	1	1	21.661	0.87038	0	1.0956	1	0.98866
28	699	434.2582	434.2582	434.25559	434.26154	28	34	30	135	134	136	0.0035116	0.011205	19	0	116456	286905	435.26321	1	1	21.963	0.98334	0	1.0112	1	0.99818
29	700	434.26185	434.26185	434.25582	434.26825	87	97	91	135	132	135	0.0033056	0.016956	41	18	987669	3.327E+06	435.26709	1	1	21.823	0.89838	0	1.017	1	0.97178
30	700	434.26202	434.26202	434.25582	434.27128	87	97	91	136	136	138	0.0037471	0.019303	31	12	890510	2.1463E+06	435.26665	1	1	22.237	0.96558	0	1.0193	0.7561	0.91366
31	697	434.73312	434.73312	434.72881	434.73517	65	68	65	112	112	112	0	0.11432	4	0	3445	12559	435.73553	1	1	17.684	0.8892	0	1.1143	1	1.0012
32	688	445.2595	445.2595	445.25907	445.26005	26	26	26	135	134	138	0	0.04778	5	0	13782	50636	446.26611	1	1	22.014	0.87691	0	1.0478	1	0.9749
33	689	445.26265	445.26265	445.26106	445.26382	96	98	98	137	134	141	0	0.023777	13	0	38480	173315	446.27028	1	1	22.35	0.82238	0	1.0238	1	0.94872
34	686	450.21847	450.21847	450.21301	450.22265	15	23	18	134	131	134	0	0.021447	45	2	513664	2.385E+06	451.22698	1	1	21.843	0.78699	0	1.0214	1	0.93614
35	685	450.25596	450.25596	450.25481	450.25658	72	74	72	137	136	140	0	0.024918	11	0	48481	182119	451.26318	1	1	22.244	0.89502	0	1.0249	1	0.97331
36	683	457.28844	457.28844	457.285	457.29145	1	5	2	139	137	143	0.005579	0.0235	31	0	96513	367062	458.29273	1	1	22.825	0.8963	0	1.0235	1	0.97327
37	684	457.30004	457.30004	457.29454	457.31141	56	61	59	140	140	140	0	0.029942	24	0	311459	1.1872E+06	458.31869	1	1	22.782	0.90331	0	1.0299	1	0.97775
38	681	459.23527	459.23527	459.23488	459.23565	19	19	19	108	107	110	0	0.1132	4	0	2993	7539	460.24238	1	1	17.647	0.86908	0	1.1132	1	0.99409
39	680	459.2775	459.2775	459.27507	459.27916	11	14	12	139	134	142	0	0.020295	22	0	37732	161306	460.28422	1	1	22.459	0.86112	0	1.0203	1	0.96047
40	678	461.23651	461.23651	461.23405	461.23868	29	32	30	134	131	137	0	0.018477	22	0	57893	224196	462.24197	1	1	21.743	0.88954	0	1.0185	1	0.96934
41	675	462.26051	462.26051	462.2593	462.26351	87	97	97	115	115	117	0	0.09675	4	0	7677	37768	463.26603	1	1	18.718	0.82589	0	1.0968	1	0.97421
42	674	463.24057	463.24057	463.23758	463.24245	96	99	99	139	136	142	0	0.020996	27	0	23273	96065	464.24719	1	1	22.637	0.86816	0	1.021	1	0.96305
43	672	465.21584	465.21584	465.21019	465.22162	49	52	51	108	106	112	0	0.09735	10	0	5272	26315	466.22551	1	1	17.773	0.76514	0	1.0974	1	0.95416
44	673	465.22246	465.22246	465.21773	465.23102	94	95	95	133	131	137	0	0.030037	8	0	35472	130999	466.22841	1	1	21.908	0.78755	0	1.03	1	0.9392
45	670	467.28221	467.28221	467.27892	467.28436	83	84	84	138	135	141	0	0.027023	13	0	40060	175560	468.29023	1	1	22.301	0.83966	0	1.027	1	0.95556
46	668	468.24796	468.24796	468.24551	468.25506	67	76	73	110	108	110	0	0.091844	9	0	10404	47956	469.25317	1	1	18.036	0.61523	0	1.0918	1	0.90236
47	665	469.2507	469.2507	469.24582	469.25471	54	64	59	135	132	138	0.0034976	0.019587	75	0	352526	1.5065E+06	470.25773	1	1	21.901	0.83129	0	1.0196	1	0.95029
48	667	469.25289	469.25289	469.24831	469.25774	91	97	95	135	135	138	0	0.028377	13	0	15563	61007	470.26447	1	1	22.018	0.8169	0	1.0284	1	0.94842
49	663	469.32039	469.32039	469.31912	469.3236	3	7	4	144	141	146	0	0.025089	18	0	12281	55367	470.32667	1	1	23.751	0.80888	0	1.0251	1	0.94466
50	664	469.32226	469.32226	469.31907	469.3263	52	56	53	143	141	146	0.0053278	0.018648	23	0	29988	130904	470.33108	1	1	23.376	0.82341	0	1.0186	1	0.94735
51	661	471.27528	471.27528	471.26148	471.28417	26	37	32	139	136	143	0.010468	0.025337	64	0	112282	468243	472.28197	1	1	22.643	0.86243	0	1.0253	1	0.96259
52	660	471.27913	471.27913	471.27112	471.28565	1	4	1	139	136	142	0.014308	0.027261	28	0	149085	596211	472.28814	1	1	22.635	0.88003	0	1.0273	1	0.9691
53	662	471.28237	471.28237	471.28194	471.28265	51	51	51	139	138	141	0	0.052825	4	0	12161	32252	472.28867	1	1	22.664	0.91328	0	1.0528	1	0.9887
54	658	479.26967	479.26967	479.26591	479.27323	15	21	17	140	138	144	0.0015624	0.026498	42	21	791188	3.8836E+06	480.27637	1	1	22.868	0.75149	0	1.0265	1	0.926
55	659	479.27152	479.27152	479.26627	479.27608	39	47	43	143	141	147	0	0.020289	54	0	169862	635725	480.28055	1	1	23.267	0.89989	0	1.0203	1	0.97339
56	657	480.25078	480.25078	480.24078	480.25982	62	66	62	108	106	108	0	0.11392	5	0	4001	6102	481.25525	1	1	17.342	0.9853	0	1.1139	1	1.0331
57	656	483.31377	483.31377	483.31097	483.31702	35	42	38	144	141	148	0	0.017491	58	0	197669	893436	484.31974	1	1	23.541	0.8229	0	1.0175	1	0.9468
58	655	485.23366	485.23366	485.23147	485.23471	66	66	66	111	108	111	0	0.13322	4	0	5892	14858	486.2382	1	1	18.095	0.98251	0	1.1332	1	1.0386
59	654	485.25271	485.25271	485.25235	485.25325	65	65	65	113	110	113	0	0.094475	4	0	4274	10248	486.25908	1	1	18.279	0.89381	0	1.0945	1	0.99609
60	651	487.29825	487.29825	487.29357	487.30657	22	29	24	144	141	148	0	0.021654	41	0	146570	621507	488.30656	1	1	23.502	0.8554	0	1.0217	1	0.95902
61	650	488.17332	488.17332	488.16795	488.17819	77	80	77	132	128	134	0	0.0385	15	0	19127	90752	489.17695	1	1	21.528	0.79138	0	1.0385	1	0.94329
62	649	488.22949	488.22949	488.22707	488.23139	50	51	51	110	109	115	0	0.12282	5	0	4208	19094	489.23811	1	1	18.225	0.81597	0	1.1228	1	0.9796
63	646	490.22864	490.22864	490.22621	490.23073	97	100	98	140	137	143	0.00539	0.042205	22	0	29537	127962	491.23561	1	1	22.82	0.82336	0	1.0422	1	0.95519
64	644	493.2874	493.2874	493.28678	493.28846	98	98	98	147	147	150	0	0.02065	4	0	16665	29114	494.2935	1	1	24.001	0.85713	0	1.0206	1	0.95926
65	643	494.26375	494.26375	494.25984	494.26692	76	80	80	113	111	113	0	0.0988	4	0	5867	15606	495.26657	1	1	18.109	0.90931	0	1.0988	0.57143	0.85985
66	643	494.27033	494.27033	494.2673	494.27419	76	80	76	109	107	109	0	0.10071	7	0	4743	18838	495.27418	1	1	17.681	0.92499	0	1.1007	1	1.0086
67	635	497.27904	497.27904	497.27353	497.28195	71	73	72	120	116	120	0	0.08085	4	0	4943	14882	498.28602	1	1	19.248	0.71731	0	1.0808	1	0.93272
68	633	497.29155	497.29155	497.28611	497.29575	88	89	89	141	141	141	0	0.034843	7	0	10980	55624	498.29902	1	1	22.994	0.78664	0	1.0348	1	0.9405
69	632	498.26483	498.26483	498.2477	498.27558	78	82	80	116	116	117	0	0.097062	8	0	5587	29069	499.28013	1	1	18.564	0.71765	0	1.0971	1	0.93824
70	625	500.2926	500.2926	500.28529	500.29585	2	24	11	143	140	146	0	0.025835	104	0	93447	390078	501.29958	1	1	23.287	0.84774	0	1.0258	1	0.95786
71	627	500.29457	500.29457	500.28841	500.2966	40	45	40	142	142	144	0	0.033511	9	0	18666	47570	501.30202	1	1	23.267	0.93266	0	1.0335	1	0.98872
72	626	500.30212	500.30212	500.28721	500.31819	29	34	33	145	141	148	0	0.034619	26	0	83936	433132	501.3096	1	1	23.431	0.76636	0	1.0346	1	0.93366
73	629	500.32236	500.32236	500.29896	500.33039	62	65	63	149	149	151	0	0.053263	19	0	11220	56468	501.33584	1	1	24.001	0.78815	0	1.0533	1	0.94714
74	623	501.28808	501.28808	501.28393	501.2944	69	70	70	143	143	146	0	0.0351	6	0	6815	17463	502.29374	1	1	23.408	0.91433	0	1.0351	1	0.98314
75	620	502.27377	502.27377	502.26676	502.27884	78	83	78	117	117	118	0	0.11305	6	0	5456	20582	503.28553	1	1	18.782	0.89157	0	1.1131	1	1.0015
76	615	505.19968	505.19968	505.18914	505.20852	74	83	78	137	137	141	0	0.10311	11	0	7298	22142	506.19587	1	1	22.442	0.8157	0	1.1031	1	0.97294
77	613	505.32328	505.32328	505.32045	505.32474	42	45	44	147	143	151	0.008047	0.01695	30	0	49777	211619	506.33084	1	1	23.938	0.86514	0	1.0169	1	0.9607
78	612	506.18379	506.18379	506.17309	506.19217	74	85	76	132	129	137	0.036403	0.028913	90	0	179668	895070	507.1906	1	1	21.48	0.78955	0	1.0289	1	0.93949
79	610	506.2552	506.2552	506.24782	506.26557	46	55	47	119	119	119	0	0.10113	10	0	4279	8031	507.25759	1	1	19.059	0.87026	0	1.1011	1	0.99046
80	607	506.78633	506.78633	506.78514	506.78703	37	37	37	116	114	118	0.12359	0.0135	5	0	25019	78382	507.79376	1	1	18.918	0.94002	0	1.0135	1	0.98451
81	606	507.28628	507.28628	507.28364	507.2889	99	100	99	143	140	148	0	0.021827	11	0	160195	817152	508.29324	1	1	23.281	0.7786	0	1.0218	1	0.93347
82	604	507.30063	507.30063	507.29829	507.30313	37	43	40	147	146	150	0.023953	0.022	35	1	204918	703463	508.30757	1	1	24.056	0.91779	0	1.022	1	0.97993
83	600	508.24926	508.24926	508.23974	508.25842	20	27	24	112	110	112	0	0.098486	7	0	5989	14442	509.25632	1	1	18.479	0.87799	0	1.0985	1	0.99216
84	600	508.25187	508.25187	508.24402	508.25711	16	23	16	99	99	100	0	0.06542	5	0	3693	3866	509.25074	1	1	15.747	0.83698	0	1.0654	0.71429	0.87223
85	599	510.72596	510.72596	510.72274	510.72736	4	6	6	112	112	112	0	0.13473	4	0	5924	14751	511.72947	1	1	18.282	0.98401	0	1.1347	1	1.0396
86	598	511.23425	511.23425	511.22854	511.24479	53	62	54	118	118	118	0	0.12651	7	0	4436	25722	512.23527	1	1	18.835	0.75544	0	1.1265	1	0.96065
87	596	511.25811	511.25811	511.25302	511.2619	63	67	64	111	110	111	0	0.10286	12	0	5099	21246	512.2678	1	1	18.835	0.73329	0	1.1029	1	0.94538
88	583	514.30692	514.30692	514.30264	514.31119	88	89	88	148	144	148	0	0.027478	9	0	12223	40167	515.3143	1	1	23.966	0.911	0	1.0275	1	0.97949
89	582	516.29662	516.29662	516.29298	516.3044	12	15	15	146	144	149	0	0.026583	12	0	14066	56414	517.30004	1	1	23.827	0.866	0	1.0266	1	0.9642
90	581	516.322	516.322	516.32053	516.32455	58	60	60	147	145	147	0	0.032857	7	0	14109	47779	517.33128	1	1	23.929	0.93936	0	1.0329	1	0.99074
91	580	518.26464	518.26464	518.2561	518.26932	9	14	12	145	143	149	0.011058	0.022371	31	0	55226	199222	519.27488	1	1	23.567	0.92207	0	1.0224	1	0.98148
92	579	519.3389	519.3389	519.33175	519.34173	72	87	76	152	148	155	0.0014597	0.015121	125	32	645544	3.7017E+06	520.34763	1	1	24.509	0.6772	0	1.0151	1	0.89744
93	577	520.29527	520.29527	520.28939	520.299	1	4	1	146	144	150	0.0042235	0.019405	20	0	78833	303242	521.30307	1	1	24.02	0.89099	0	1.0194	1	0.97013
94	573	521.28132	521.28132	521.27797	521.28487	53	56	55	148	145	152	0	0.029058	24	0	88110	374733	522.28525	1	1	24.16	0.86316	0	1.0291	1	0.96407
95	572	521.29979	521.29979	521.2989	521.3003	56	56	56	150	143	151	0	0.04322	5	0	47510	198857	522.30703	1	1	24.185	0.87673	0	1.0432	1	0.97332
96	571	521.73534	521.73534	521.72929	521.73965	17	20	17	114	113	114	0	0.12033	4	0	6857	27648	522.74638	1	1	18.812	0.88402	0	1.1203	1	1.0014
97	570	523.21022	523.21022	523.20709	523.21542	75	82	77	137	134	142	0	0.026393	46	0	109024	484997	524.21619	1	1	22.385	0.84595	0	1.0264	1	0.95745
98	569	523.25058	523.25058	523.24681	523.25393	67	68	68	145	143	149	0.044878	0.031469	13	0	34932	135223	524.26013	1	1	23.542	0.87535	0	1.0315	1	0.96894
99	566	525.27269	525.27269	525.26399	525.28051	48	52	51	146	145	148	0.084869	0.040456	16	0	26192	88949	526.28688	1	1	23.988	0.93124	0	1.0405	1	0.99057
100	565	525.75465	525.75465	525.75071	525.75735	15	20	15	120	120	120	0	0.094325	4	0	7266	29842	526.75744	1	1	18.768	0.86563	0	1.0943	1	0.98665
101	560	528.33423	528.33423	528.33092	528.34122	31	35	34	149	147	150	0	0.028915	13	0	14773	53860	529.33773	1	1	24.277	0.77054	0	1.0289	1	0.93315
102	559	529.32795	529.32795	529.3193	529.3337	1	9	7	149	144	153	0.053679	0.026805	43	0	48307	241400	530.33511	1	1	24.26	0.80195	0	1.0268	1	0.94292
103	558	530.26002	530.26002	530.25244	530.26909	80	86	82	148	144	154	0.018009	0.034571	48	0	35062	204022	531.26684	1	1	24.221	0.74325	0	1.0346	1	0.92594
104	556	531.26547	531.26547	531.26175	531.27151	11	17	14	144	141	148	0	0.03059	21	0	32211	129956	532.27054	1	1	23.516	0.8827	0	1.0306	1	0.9711
105	555	531.28967	531.28967	531.28867	531.29188	64	64	64	146	144	149	0	0.12053	6	0	2141	6993	532.29595	1	1	23.85	0.87082	0	1.1205	1	0.99712
106	554	531.31223	531.31223	531.31198	531.31252	1	1	1	148	147	150	0.11635	0.092	4	0	23992	69356	532.31871	1	1	24.239	0.95868	0	1.092	1	1.0169
107	553	532.24643	532.24643	532.24121	532.24786	2	5	2	145	143	148	0.17514	0.032814	7	0	56111	219213	533.25497	1	1	23.786	0.89694	0	1.0328	1	0.97658
108	552	532.29676	532.29676	532.29026	532.30325	64	67	65	150	146	153	0.015547	0.040797	29	0	35446	162577	533.30784	1	1	24.304	0.84684	0	1.0408	1	0.96255
109	551	532.31847	532.31847	532.31793	532.3191	85	86	85	148	146	148	0.32215	0.0279	5	0	24554	53652	533.32504	1	1	23.93	0.94146	0	1.0279	1	0.98979
110	550	533.32706	533.32706	533.32274	533.33048	29	32	30	152	149	155	0.010797	0.034979	24	0	21018	84170	534.33434	1	1	24.706	0.8634	0	1.035	1	0.96613
111	549	534.31409	534.31409	534.30821	534.32302	21	27	24	150	147	154	0	0.021658	48	0	391662	1.7434E+06	535.32023	1	1	24.513	0.82756	0	1.0217	1	0.94974
112	548	535.33237	535.33237	535.33018	535.33554	45	48	46	152	149	156	0	0.011627	30	0	32871	140832	536.33868	1	1	24.622	0.85076	0	1.0116	1	0.95413
113	547	536.25246	536.25246	536.24979	536.25654	32	33	32	143	141	145	0	0.038317	6	0	11835	30808	537.25722	1	1	23.261	0.90314	0	1.0383	1	0.98049
114	540	537.33135	537.33135	537.32335	537.33367	47	50	48	151	149	153	0.081841	0.048765	17	0	27645	115467	538.3388	1	1	24.502	0.84192	0	1.0488	1	0.96356
115	539	538.22978	538.22978	538.22856	538.23085	100	100	100	144	141	148	0	0.0162	8	0	13377	57677	539.23687	1	1	23.585	0.84196	0	1.0162	1	0.95272
116	538	538.30447	538.30447	538.29983	538.30703	15	17	17	144	141	144	0	0.0264	6	0	18555	41546	539.31376	1	1	23.348	0.91861	0	1.0264	0.85714	0.93405
117	538	538.30695	538.30695	538.30399	538.30834	15	17	17	145	145	148	0	0.040314	7	0	19206	46361	539.3144	1	1	23.648	0.89838	0	1.0403	1	0.97957
118	534	544.29171	544.29171	544.28893	544.29622	9	11	11	148	146	151	0	0.046411	9	0	12598	51233	545.2976	1	1	24.005	0.8469	0	1.0464	1	0.96444
119	533	544.32722	544.32722	544.32239	544.33038	24	26	25	150	149	151	0.01616	0.0247	8	0	23282	79316	545.33696	1	1	24.555	0.89712	0	1.0247	1	0.97394
120	532	544.35257	544.35257	544.34808	544.35864	42	45	42	149	148	149	0	0.02215	4	0	8100	20479	545.3548	1	1	24.331	0.93717	0	1.0221	1	0.98644
121	531	546.60155	546.60155	546.59675	546.60396	91	93	91	114	110	114	0	0.09875	4	0	6817	20827	547.61069	1	1	18.588	0.88504	0	1.0988	1	0.9946
122	530	547.30828	547.30828	547.30679	547.30905	18	23	21	121	119	121	0	0.07192	5	0	10458	38001	548.31537	1	1	19.581	0.88699	0	1.0719	1	0.9863
123	529	547.3448	547.3448	547.33655	547.35398	87	96	91	154	151	157	0	0.019244	64	15	585192	2.9249E+06	548.35359	1	1	25.073	0.74072	0	1.0192	1	0.91999
124	528	547.36159	547.36159	547.36131	547.36186	89	89	89	154	151	156	0	0.015333	6	0	360122	1.5256E+06	548.36859	1	1	24.979	0.83679	0	1.0153	1	0.95071
125	526	548.30407	548.30407	548.2995	548.31353	12	15	14	149	147	153	0.015537	0.0377	25	0	109695	398663	549.30923	1	1	24.379	0.92347	0	1.0377	1	0.98706
126	525	550.2713	550.2713	550.25893	550.27901	94	101	100	146	143	150	0.00094754	0.025035	57	0	118781	563716	551.27753	1	1	23.586	0.79018	0	1.025	1	0.9384
127	523	551.30375	551.30375	551.30313	551.30424	96	96	96	154	154	157	0	0.0228	4	0	12921	16807	552.3105	1	1	25.22	0.91301	0	1.0228	1	0.9786
128	519	552.28685	552.28685	552.28423	552.28886	78	80	78	122	122	123	0	0.10473	4	0	7381	21106	553.29403	1	1	19.746	0.89781	0	1.1047	1	1.0008
129	517	555.33332	555.33332	555.33022	555.33635	82	87	84	153	150	156	0	0.028205	40	0	32272	163220	556.33969	1	1	25.038	0.78302	0	1.0282	1	0.93708
130	516	556.28169	556.28169	556.27823	556.28327	30	32	31	147	143	151	0.0041838	0.038129	21	0	23424	109628	557.2884	1	1	23.743	0.81418	0	1.0381	1	0.95077
131	514	556.31898	556.31898	556.31593	556.32179	91	94	92	150	150	151	0	0.079575	8	0	4871	15160	557.32712	1	1	24.704	0.93044	0	1.0796	1	1.0033
132	508	558.34228	558.34228	558.33935	558.34604	10	13	11	153	150	156	0	0.019006	17	0	21411	83172	559.34819	1	1	24.874	0.89498	0	1.019	1	0.97133
133	497	563.30196	563.30196	563.29749	563.31005	15	22	19	153	151	156	0	0.022147	47	1	376042	1.4966E+06	564.30654	1	1	24.957	0.87031	0	1.0221	1	0.96415
134	496	563.33763	563.33763	563.33175	563.34033	72	73	73	158	156	163	0	0.043714	14	0	20117	84658	564.34706	1	1	25.703	0.85672	0	1.0437	1	0.96681
135	495	564.29817	564.29817	564.29282	564.30399	46	49	47	153	151	157	0	0.038613	23	0	24426	92170	565.30394	1	1	24.893	0.89606	0	1.0386	1	0.97822
136	492	566.2853	566.2853	566.28267	566.28737	33	35	33	153	150	156	0	0.023956	18	0	46478	206467	567.29126	1	1	24.866	0.81609	0	1.024	1	0.94668
137	486	570.25882	570.25882	570.25731	570.26001	55	56	56	112	110	112	0	0.1144	5	0	2679	7836	571.26674	1	1	18.153	0.85199	0	1.1144	1	0.9888
138	484	570.34331	570.34331	570.34157	570.34522	29	34	32	155	154	155	0	0.018223	26	0	23772	94099	571.34969	1	1	25.651	0.83278	0	1.0182	1	0.95034
139	484	570.34436	570.34436	570.34245	570.34946	29	33	30	153	152	153	0	0.031363	8	0	14754	22487	571.34968	1	1	24.895	0.97662	0	1.0314	0.30769	0.77189
140	483	573.30764	573.30764	573.29854	573.3146	31	37	33	153	151	154	0	0.034175	24	2	167714	476128	574.31685	1	1	24.819	0.92258	0	1.0342	1	0.98559
141	482	573.31875	573.31875	573.31092	573.32522	10	17	14	153	151	157	0.0057564	0.033157	53	0	194561	773374	574.32459	1	1	24.95	0.8733	0	1.0332	1	0.96882
142	480	574.32862	574.32862	574.3248	574.33219	37	41	38	153	150	156	0.043565	0.031016	31	0	54325	229370	575.33804	1	1	24.845	0.83383	0	1.031	1	0.95495
143	479	575.28637	575.28637	575.28572	575.28662	14	14	14	148	145	149	0.07907	0.02968	5	0	22499	75560	576.29324	1	1	24.121	0.90907	0	1.0297	1	0.97958
144	475	578.34002	578.34002	578.33433	578.35321	35	49	41	155	152	159	0	0.017641	116	43	934058	5.3873E+06	579.34881	1	1	25.239	0.67521	0	1.0176	1	0.89762
145	473	584.3632	584.3632	584.3616	584.36385	77	77	77	159	159	162	0	0.02465	4	0	26277	75639	585.36833	1	1	26.05	0.94689	0	1.0246	1	0.99051
146	471	585.28176	585.28176	585.281	585.28363	68	71	68	151	149	152	0	0.1407	4	0	5032	18844	586.288	1	1	24.355	0.86003	0	1.1407	1	1.0002
147	472	585.28527	585.28527	585.28071	585.29351	87	89	89	152	148	152	0	0.076114	7	0	7945	21963	586.28995	1	1	24.676	0.94253	0	1.0761	1	1.0062
148	472	585.28831	585.28831	585.28361	585.29343	87	89	89	153	153	157	0	0.06024	5	0	7384	19491	586.29043	1	1	24.994	0.8972	0	1.0602	0.71429	0.89058
149	469	585.2887	585.2887	585.27849	585.29547	1	10	7	148	147	148	0	0.097653	15	0	10457	52374	586.29113	1	1	24.417	0.76264	0	1.0977	1	0.95343
150	470	585.29153	585.29153	585.28442	585.30173	53	63	58	150	147	156	0	0.025875	69	0	47680	244708	586.29789	1	1	24.5	0.79197	0	1.0259	1	0.93928
151	465	586.32848	586.32848	586.32214	586.33595	1	7	3	153	150	156	0.025432	0.022776	46	0	431880	1.9175E+06	587.34222	1	1	24.967	0.81515	0	1.0228	1	0.94597
152	464	587.24146	587.24146	587.23798	587.24725	75	80	79	147	142	149	0	0.070428	29	0	8078	41695	588.25148	1	1	24.042	0.73795	0	1.0704	1	0.93613
153	463	588.26947	588.26947	588.2681	588.26995	59	59	59	152	151	156	0	0.05915	6	0	142767	500032	589.27722	1	1	24.656	0.85657	0	1.0592	1	0.97191
154	462	588.27835	588.27835	588.27713	588.27997	60	60	60	152	149	155	0.01508	0.031871	7	0	197197	848331	589.28567	1	1	24.656	0.83286	0	1.0319	1	0.95491
155	460	588.3369	588.3369	588.33435	588.34054	8	11	10	160	158	163	0	0.025592	24	0	43656	157991	589.34422	1	1	26.079	0.90844	0	1.0256	1	0.97801
156	461	588.34362	588.34362	588.33816	588.34915	21	28	25	155	152	159	0	0.017894	64	19	648249	3.6779E+06	589.34937	1	1	25.322	0.6775	0	1.0179	1	0.89846
157	458	588.36513	588.36513	588.36509	588.36526	20	20	20	154	154	157	0	0.037475	4	0	20958	56670	589.37181	1	1	25.272	0.89167	0	1.0375	1	0.97638
158	457	590.30327	590.30327	590.29457	590.30618	93	101	101	154	151	159	0.010676	0.04188	54	0	45430	221927	591.31121	1	1	25.126	0.79157	0	1.0419	1	0.94448
